clean_text,sentiment_label
haji bila mampu bukan maksa lah negara kasih utang ke jamaah yang penting booking kursi yang sebenarnya punya uang cukup buat haji bahkan ikut menunggu lama juga harus menambah bayar uang lagi biar cepat pemerintah kalau bisnis enggak tanggung dunia akhirat,Negatif
kalau enggak mau riba mungkin bisa menilai pinjaman berdasarkan nilai emas misal harga emas sekarang gram 2jt kemudian pinjam 4jt harus dikonversi dulu ke emas jadinya gram nanti pas pengembalian harus sama dengan gram jadi misal harga emas naik jadi juta maka harus ngembaliin juta misal emas turun jadi juta harus bayar 6juta berhutang emas gram harus balikin emas gram juga kalau berhutang 4juta rupiah beberapa tahun dibalikin 4juta rupiah berarti merugikan yang mengasih hutang karena nilainya berkurang karena uang jaman sekarang fiat beda dengan uang jaman nabi jaman dulu dan sekarang hukumnya bisa sama tapi prakteknya aplikasinya belum tentu sama,Negatif
hidup samsul bin laden keren anda saudara laki-laki orang atheis yang pintar seperti muka felix siauw jahiliyah mampu anda rubah menjadi islam yang kaffah dan menjadi salah satu inspirator muslim kekinian ustazd felix siauw redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart redaksi heart,Positif
bagaimana cara umat islam yang melihat saudaranya merusak tempat keagamaan di daerah baru baru ini bagaimana ustadz melihatnya dari kaca mata ulama,Negatif
koh leon dag dig dug face with tears of joy,Netral
ustd jadi presiden mantap ini face with tears of joy face with tears of joy face with tears of joy,Positif
ok,Positif
testimoni palsu itu dosa bukan hanya masalah etik,Negatif
saham syariah saja meragukan kehalalannya aplg bitcoin,Negatif
terkadang suka merasa sedih saat melihat ustad felix dengan otak yang diberikan allah sangat bermanfaat sedangkan otakku hanya dipakai untuk negative thinking crying face,Negatif
jika tokoh atau sekelompol tokoh yang dianggap penguasa cerdas dan bisa mencerdaskan rakyat maka penguasa berusaha keras ingin menyingkirkan dan memberi cap kepada tokoh atau satu kelompok yang ingin mencerdaskan rakyat negara ini hal itu dibuat penguasa untuk memecah opini rakyat dibuat untuk rakyat membenci tokoh atau kelompok yang mencoba mencerdaskan rakyat penguasa tidak ingin rakyatnya menjadi terlalu pintar tidak ingin rakyatnya menjadi terlalu cerdas karena penguasa takut jika kekuasaannya dijatuhkan rakyat penguasa tidak mau lahan korupsinya diketahui oleh rakyat oleh karena itu rakyat selalu dipajakin ini dan itu serta dijadikan sapi perah rakyat diberi money politik biar terpecah rakyat dibuat membiayai pendidikannya sendiri rakyat dibuat membiayai sendiri masuk perguruan tinggi rakyat dibuat susah mencari sendiri lapangan pekerjaan dan lain sebagainya harapannya jika rakyat bersatu maka gelombang protes dan peruntuhan kekuasaan akan segera tercapai dan disusun ulang dengan cara yang lebih baik mengatur ulang sistem yang salah dari negeri ini menghilangkan budaya korupsi menjadi negara kayak dan sejahtera dengan sdm dan sda yang menang sudah kayak dari potensi negeri ini,Negatif
mantaaps saya fan ustadz felix,Positif
,Netral
kalau biaya oprasional dijadikan dalih mengambil riba kalau biaya oprasional di tanggung negara karyawan bank pegawai negeri seperti sekolahan pasti indonesia terbebas dari riba,Negatif
obrolannya seru sih tapi untuk kok leon hanya sebatas kerja saja sayang banget sih kok sebenarnya masih bisa di bahas lebih panjang,Negatif
kebanyakan orang sekarang dakwah untuk mencari uang bukan me cari uang untuk berdakwah contoh mencari uang untuk berdakwah dari zakir naik,Negatif
semua harga mengalami fluktuasi termasuk emas,Netral
mantap penjelasan ustaz felix masalah bisnis berdosa atau tidak,Positif
enggak perlu menjelekkan jelekan orang lebih baik perbaiki diri,Positif
what how belum he speak sok well tt,Positif
,Netral
redaksi heart,Positif
bank notes blockchain di crypto bank notes bisa dibuat scam tidak transparan sedang di blockchain transparan immutable,Netral
dakwah itu bukan profesi itu harusnya murni panggilan hati jadi kalau ada ulama yang dakwah ceramah dibayar esensi dakwahnya sebetulnya hilang dia bukan sedang berdakwah jaman dulu dakwah iya dakwah saja ke pasar ngumpulin orang atau mengajak mengobrol orang nyebarin islam kalau sekarang iya dakwah yang pure dakwah adalah kita kita para cowok yang nongkrong dan mengobrol diatas jam keatas bicara soal islam nabi kiamat dajjal hadits dan lain-lain itu baru dakwah murni,Negatif
mantap koh full daging,Positif
semoga koh leon dapat hidayah allah amin,Positif
om leon kapan undang kamu keng hong dan jusup hamka,Netral
dipersulit korupsi pajak melulu inilah kondisi kita,Negatif
ingat yang jual live di tiktok jual hp harganya asli jutaan dinaikin harganya jadi juta dan bilang harganya lagi di diskon face with tears of joy face with tears of joy face with tears of joy,Positif
,Netral
juta view rpm indonesia sekitar 5rb jadi dapetnya sekitar 5jt an bisa lebih tergantung rpm makin lama durasi juga biasanya rpm naik,Netral
amrik memiliki sekitar btc senilai sekitar miliar cina memiliki sekitar btc senilai sekitar miliar el salvador negara pertama yang mengakui bitcoin sebagai alat pembayaran sah memiliki sekitar btc,Netral
kapitalisme memberikan peluang besar bagi swasta bahkan korporasi asing untuk menguasai tambang sosialisme komunisme menempatkan tambang sepenuhnya di bawah kepemilikan negara islam menempatkan tambang sebagai milik umat dengan negara sebagai pengelola yang bertanggung jawab mengembalikan manfaatnya bagi kemaslahatan masyarakat,Positif
lanjut kita undang permadi arya alias abu janda smiling face with sunglasses,Netral
coba undang kyai haji ulil,Negatif
siapa pria cerdas ini,Positif
ustadz felix ustadz bergaya logis,Positif
ditunggu diskusi berikutnya koh leon,Netral
bisnis yang paling menguntungkan itu bisnis agama sudah sama seperti dunia sekuler fee pemuka2 agama yang terkenal itu nominalnya lumayan besar jumlahnya,Positif
kaget ada fitur autodubbed mengira channel ai,Negatif
jadi jelas saham bukan judi ssi penjelasan ustad,Netral
masalahnya adalah kita kalau di pesantrenin itu guru dan orang tua itu selalu men doktrin kalau jadi ustad itu katanya mudah dalam mencari duit banyak yang mengasih dan lain-lain aku saja sering di doktrin begitu misalnya ada pengajian terus ada yang qori dan dakwah itu orang tua itu pada nge doktrin katanya tuh lihat itu cuma sejam saja dapat juta jadi ustad tuh enak katanya di pesantren juga sama jadi guru seolah olah begitu jadi ustad atau pun bisa qori itu enak sakali manggung itu amplopnya jutaan katanya jadi kan itu seolah olah dakwah tuh sebagai mata pencaharian iya otomatis susah dong ikhlasnya karena rata rata ustad itu enggak punya pekerjaan selain berdakwah jadi kalau ada yang undang pasti mengharapkan kan di kasih duit itu bagaimana iya aku bingung,Negatif
ustad felixamg iq nya manusia cerdas dengan religiusitas tinggi kepandaian nya menjadi dasar pencapaian spiritualnya,Positif
leon hartono apakah investasi saham dan bitcoin haram ustad felix siauw,Netral
koh felix sekampung kali ya sama joe taslim sama sama dari palembang,Positif
mualaf pintar,Positif
,Netral
selama pegang rupiah selama pemikiran riba hanya atas bunga semua nya riba grinning face with sweat iya uang itu sendiri sudah riba,Negatif
ketika kamu menyampaikan ilmu kemuadian hanya berharap pahala dari allah swt masalah ilmunya sampai atau tidak orngnya paham atau tidak mendapat hidayah atau tidak maka itu urusan allah swt kalau kamu mengajarkan ilmu dengan tarif digaji maka apabila ilmunya tidak sampai orgnya tidak paham maka itu dibebankan ke kamu dan mungkin kamu bisa dituntut di yaumul hisab hanyasedikitberlogika tolong disempurnakan statmen saya trimakasih,Negatif
get more knowledge,Positif
riba itu sebetulnya bisa disimplifikasi rentenir selesai di situ orang yang pinjam uang ke rentenir itu enggak haram karena dia korban,Negatif
sudah terbukti pinjaman dari bank atau pinjaman online dsb akan membawa mudharat atau kerugian dan bikin susah,Negatif
,Netral
dari semua pembahasan si alfok sama teman ustd felix bisa2nya habis kejadian twin tower tau-tau menulis syamsul bin laden depan kamarnya moai,Netral
bukan masalah trading btc sebagai mata uang digital tapi proses miningnya yang terdapat unsur judi didalamnya dimana miner akan bersaing cepat an menemukan block baru nah dialah yang dapat reward,Positif
masyaallah syamsull guru pertama ustadz felix wkwkwk,Netral
kok thumbnail di ganti face with tears of joy,Netral
redaksi heart,Positif
riba enggak boleh tetap gaboleh apapun alasannya terkecuali jika kamu tidak mengambil riba nyawa taruhanmu hidup seseorang bukan tanggung jawab kita dong analoginya kayak mencuri lalu memberikan ke orang miskin apakah boleh tetap tidak boleh kan walopun itu bisa menolong orang lain dan seolah olah orang lain adalah tanggung jawabmu toh pasti ada cara lain selain riba,Negatif
menurutku crypto adalah curency jadi sama saja dengan membeli uanh untuk diperjual belikan crypto yang ditrading lebih kearah zero sum game berbeda dengan bursa saham bahkan sebagai curency pun tidak pernah dipakai jadi aemacam komoditi dengan nilai real tidak ada tapi banyak yang bilang sebagai investasi,Negatif
pentingnya orang beragama dan berilmu tanpa ilmu atau tanpa agama adalah sia sia,Negatif
pertanyaan kokoh disini mendandakan anda orang idealis perfectionist jangankan pertanyaan dengan kokoh ngundang diskusi bahkan publish diskusi dengan ustadz felix saja deh menandakan anda kokoh yang berpotensi berpikir kritis dan rasional dan itu syarat orang dapat hidayah yang mantap karena memalui proses berpikir logis saya doaakn kokoh menjemout hidayah dan insha allah masuk syurga,Positif
smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes,Netral
redaksi heart,Positif
nyetor dulu duitnya diparkir duit yang enggak diputar untuk bisnis atau untuk membantu orang yang membutuhkan maka hukumnya dosa disiksa di neraka dengan harta tersebut ulama semoga berminat bahas ini,Negatif
boleh juga undang bapak antonio syafei sebagai ahli ekonomi islam,Netral
koh kalau sisi syariah dari crypto ahlinya adalah koh ustadz devin halim please request undang beliau pasti menyambung sesama turunan tionghoa,Positif
skema ponzi apakah haram kalo haram berarti bitcoin haram simpel,Negatif
ust felix enggak mengerti apa sih kayaknya semua paham dan bisa ngejelasin pakai contoh yang gampang di cerna grimacing face,Positif
redaksi heart party popper party popper party popper,Netral
bang leon ustad khalid basalamah praktisi bisnis beliu bang,Netral
bang auto dubnya di off ini dong bang ini ndengerin pakai suara bahasa inggris radak aneh soalnya kayak robot iya paham sih pembahasannya tapi kurang asik kalau auto dub bang grinning face with sweat,Negatif
belum selesai menonton yang juta jam sudah diganti judul koh face with tears of joy,Netral
redaksi heart,Positif
salah tempat bertanya mas felix bukan pakar syariah,Negatif
nice,Positif
bahkan kalo dalam islam kalo jual beli tabu atau apalah hukumnya kalo menyebutkan modal karena ujungnya di khawatirkan kalau sampai menyebutkan modal takutnya tidak demikian,Negatif
pas bikin skripsi saya penelitian di bank mandiri syari ah kenapa untuk pembiayaan mereka tidak pernah rugi pembiayaan rata rata di produk jual beli bahasa indonesia nya seperti pembiayaan kendaraan rumah emas dan seterusnya kalo untuk pembiayaan usaha hampir tidak ada ini dkcp tempat penelitian saya dan rata rata nasabah yang mendapatkan pembiayaan adalah pegawai yang punya gaji rata-rata kalo untuk yang nabung baru para wirausaha karena menghindari riba ditabungan tidak dah bunga sama sekali memakai akad wadiah tapi bank bisa mengelola,Positif
menarik untuk yang tambang sayang banget iya kalo kita lihat uea qatar dan lain-lain cuma tambang minyak doang sudah kayak indonesia man facepalming pantas benar sih harus pembagian hasil tambang kayak yang di sampaikan kok felix biar adil,Negatif
thumbnailnya diganti face with open mouth,Netral
tahun,Netral
wadia ah artinya titipan sistem tabungan di bank syari ah cuma memakai akad wadi ah wadi ah yad dhamanah titipan yang boleh dipakai oleh pihak yang dititipi tetapi ketika yang nitipin mau mengambil harus ada,Netral
mau tanya dong bagian trading dan bircoint jadi trading itu boleh asal kita investigasi dulu jadi enggak menimbulkan spekulasi tapi kan kalo beli di aplikasi otomatis kita enggak tahu iya pemegang saham lainnya benar enggak soalnya aku baru mau nyemplung sih jadi belum cari tahu banyak karena ada yang bikin video di youtoube bahas investasi begitu tapi versi halal yang sampai dapat sertifikat dari saudi ada yang tahu enggak atau bisa jawab thank you folded hands,Negatif
daftar saja dulu uangnya lumayan dipakai pemerintah dulu,Negatif
thumbnail nya ganti,Netral
ini lebih condong logika dan ilmu agama sih party popper,Negatif
lahirnya bitcoin adalah salah satu bukti bahwa cari uang itu susah,Negatif
sue pas seru seru berhenti crying face,Positif
kalo rugi haram kalo cuan halal di,Negatif
trading forex dan sejenisnya itu judi berkedok inveatasi saya dari sudah terjun kedunia trading forex,Negatif
yang penting komentar dulu ke,Netral
nyinggung siape nih,Positif
thinking face thinking face thinking face,Netral
antrian haji indonesia tahun malaysia tahun seharusnya bisa sepanjang tahun,Negatif
hyundai palisade redaksi heart,Netral
saya masih bingung dengan istilah dosa,Negatif
the real ustad old money,Netral
dakwah dengan gaji berlebihan adalah hal yang haram khusus ilmu agama islam hanya boleh secukupnya untuk hidup sehari hari,Negatif
pak ustad bagaimana hukumnya jika negara membagikan bansos atau subsidi dengan modal hutang luar negeri yang memiliki hutang apakah kita yang menerima subsidi atau bansos akan ikut berdosa,Negatif
iya justru fiat itu lebih haram kerana asal muasal bank notes itu adalah resit simpanan emas masalahnya sekrg emas nya enggak ada resit nya itu dicetak terus bank notes bahkan bitcoin itu lebih telus jelas bisa di akses semua orang dan bitcoin itu tidak bisa datang out of thin air,Negatif
apakah tanda tanda kok leon mau login hand pink waving,Netral
,Netral
sama halnya anda punya tetangga sebagai pencopet lalu beli di toko anda orang pasti mikir itu uang dari nyopet bisa saja bukan tapi anda akan dinilai dari bekerja anda sebagai pedagang bukan hisab dari uang pencopet tersebut kecuali anda berpartisipasi dalam mencopet misal menampung hasil copetan itu logika dari pendapat saya perhitungannya hisabnya bansos tidak melalui pinjaman tersebut menurutku,Negatif
ada yang tahu kah ustad felix jadi manager di perusahaan apa,Netral
suka sama diskusi ini tidak pernah ada pembicaraan yang dipotong smiling face with smiling eyes,Positif
tidak boleh bangun masjid niat untuk dunia saja dalil qs qs lihat tafsir ibnu katsir,Negatif
idul adha,Positif
kalo saya sih enggak apa-apa enggak dapat pahala yang penting enggak dapat dosa juga soalnya dosanya yang berat,Negatif
marketing paling laku di indonesia adalah marketing yang berhubungan dengan agama kebohongan sekalipun bisa dijual asal dibalut dengan agama face with tears of joy,Positif
bukan perihal agama apapun tapi ini perihal kenapa sistemik ini begitu masif arah daya hancurnya kapan iya generasi penerus bisa membangun ulang sistem yang sudah akut kerusakannya crying face crying face,Negatif
tentang bank jawaban ust felix ini bijak juga mui juga sudah ada fatwa nya negara besar mesir juga ada fatwanya ust uas juga ada youtubenya,Positif
party popper smiling face with smiling eyes party popper,Netral
halal pun enggak bakal mau gue institusi bitcoin enggak ada negara adidaya enggak ada yang secara masif invest di sana naik turun nilai crypto enggak bisa dipertanggungjawabkan,Negatif
koh felix layak jadi mentri agama,Netral
ok,Positif
masa sih koh leon enggak tahu prinsip memento mori grinning face with sweat,Negatif
,Netral
jangankan palembang tat gue lahir tahun umur tahun kenyang di palak orang betawi di panggil cina cina mah sehari2 kalau lewat diliatin di teriakin woi anak komplek,Negatif
ini overpost kok bikin mewek,Negatif
daammn,Netral
setau saya haram hukumnya memberi tahu modal barang yang akan di jual lebih baik merahasiakan modal dengan bahasa ya dapat di terima konsumen,Positif
baru tahu kalo nabung di bank syariah bisa berkurang face with tears of joy belum pernah nabung disitu soalnya,Netral
cara mereka mengaturnya semua sudah dijelaskan secara jujur apa adanya di ch sunnah nabi cek tkp saja,Netral
mungkin sebagai penanya ini untuk mewakili khalayak ramai,Netral
mau tahu siapa teman ust felix samsul bukan samsul yang wapres face blue smiling,Netral
kok leon login dong hihi,Negatif
smiling face with smiling eyes,Netral
ustadz sepinter ini kok banyak dimusuhin iya,Negatif
,Netral
perlakuan komunitas yang mayoritas terhadap mata uang atau barang menjadi punya nilai seteguk air lebih berrnilai daripada sebongkah emas dipadang pasir kering dan panas tidak mudah mendapatkan pengakuan mayoritas dan ada faktor invisible hand bitcoin itu real ada tapi maya kecuali hasil curian itu haram,Negatif
yang hrm cuma mknan,Negatif
lebih haram korupsi,Negatif
up,Positif
btc buat trading harian saja itu juga harus dengan analisis yang mantap kalau buat invest disarankan untuk jangan karena btc itu cuma soal komunitas kalau komunitasnya sudah hilang nilainya juga hilang nah kebetulan komunitas yang pegang btc ini orang-orang besar yang mainin bagaimana caranya biar nilainya terus besar kmudian wush jedeer gedebug mereka sell keluar dan yang tertinggal cuma yang fomo ini opiniku,Negatif
heart on fire,Positif
orang miskin said ta tapi bang duit enggak dibawa mati rolling on the floor laughing,Negatif
bhsnya terlalu tinggi buat masyarakat awam smiling face with smiling eyes,Negatif
komen lah sebelum komen di pinta pajak face with tears of joy,Netral
bukannya uang juga haram tiap tahun inflasi terus di cetak,Negatif
gus es kakak perempuan itu 75jt face with tears of joy,Netral
kalau haram jangan beli saja,Negatif
kok bisa seru begini,Positif
salah bintang tamu kalau masalah fiqih undamg yang ilmu agama litaraturnya jelas,Negatif
semuanya haram kecuali jualan agama pasti halal,Negatif
padahal duit yang buat sedekah bisa buat celengan di akhirat,Netral
ini kamar syamsul bin laden face with tears of joy face with tears of joy face with tears of joy face with tears of joy,Netral
kalo indonesia industri maju berarti pajak negara mengintai terus dinaikkan akhirnya industri tersebut kolap,Negatif
gila ustad felix sama kayak timothy sama-sama mau buang uangnya ke bagian edukasi,Negatif
undang benix koh,Netral
bagus banget tapi iklannya kebanyakan pol wkwk maaf kaum gratisan face with tears of joy,Positif
masih janggal dengan penyimpanan uang yang koh felix gunakan sih scara dia punya konveksi dan tour otomatis pasti ada pilihan transfer masak iya smuanya cash thinking face,Negatif
daging semua,Positif
ada sebuah pertanyaan kenapa harga eth di indodax dan di ajaib beda face with tears of joy,Netral
bitcoin dead money koh enggak produktif beli buat untung saja bukan buat gerakin ekonomi,Negatif
dari sini semakin clear saya semakin yakin bitcoin halal,Positif
pemerintah menyatakan bitcoin adalah komoditi kalau komoditi tidak bisa di transfer kalau bisa di transfer namanya mata uang nah mata uang yang sebagaimana islam mengharamkan uang untuk di jadikan transaksikan sebagai komoditi uang beli uang adalah judi uang di setor dengan tujuan di konversi menjadi nilai digital selama menjadi nilai yang sama yang juga uang tidak haram yang jadi haram ketika di pakai untuk transaksi dalam lot untuk transaksi ihsg karena yang di setor uang lalu untuk transaksi jual beli dalam ihsg yang di dapat juga tetap uang maka ini haram menurut kajian para ulama,Negatif
kapan kok leon log ini ini,Negatif
jadi apa hukum bitcoin dan trading,Netral
siapakah ustadz yang bisa di contoh perbuatan dan teorinya,Netral
bang leon pasti tamu nya enggak dikasih minum face with tears of joy dimeja kosong melompong,Negatif
bitcoin itu trader money iya bukan real money kayak emas dan perak jadi iya naik harga karena trend bukan karena memang unsurnya berharga smiling face with smiling eyes,Positif
bisnis garam ruqiah saja teman-teman biar halal atau air gus habib,Positif
saham halal karena kita menginvestasikan uang kita ke perusahaan jelas ada perusahaan nya ada laporan keuangan nya ada jajaran direksi nya bitcoin haram karena kita membeli menjual mata uang digital karena mengandung riba dan selain itu bentuk fisiknya juga tidak ada,Negatif
judulnya menarik tapi saya belum sempat menonton smiling face with smiling eyes,Negatif
jadi bitcoin intinya bagaimana,Positif
contoh nabi muhammad kak suri tauladan itu nabi bukan ustad,Negatif
tapi amplopnya tebal rul,Negatif
iya tapi sediakan minum kayak barengane,Positif
fahrulanur minum haram,Negatif
bukan lah wkwk kayak boleh mineral atau apa kayak barengane,Negatif
naik turunnya btc itu ketika krisis konflik dan tragdi ysng mngguncang konomi global bukan gara-gara trnd,Netral
ustad belajar lagi soal riba kalo mau sini aku ajarkan,Negatif
"dikit2 haram kita juga mau kayak dengan cara halal ustad bisnis itu kejam yang baik saja banyak korupsi mengurusi haji disini badan amal, zakat, infak, dan sedekah saja tidak ber jalan dengan baik apalagi urusan haji banyak yang tipu berkedok urusan haji bagaimana caranya menanamkan kepercayaan terhadap jamaah bukan maksud mengecilkan itu adalah rukun islam yang harus tapi jika mampu bank nya harus yyg khusus jalur khusus bagaimana itu pak ustad mohon penjelasan",Negatif
jadi haram apa halal trading saham,Negatif
kurangnya untuk channel ini kurang respon atas pertanyaan yang telah diajukan langsung lanjut question selalu begitu jadi seolah2 kayak bertanya ke chatgbt,Negatif
tapi kalau kata timothy ronald bitcoin itu tercipta atas respon ketidakadilan sistem ribawi elit global yahudi yang mengontrol uang kertas,Negatif
apa itu bitcoin,Negatif
kok jadi bahasa inggris iya,Negatif
bagaimana ust tentang ikut bpjs seu mur hidup kita secara otomatis akan timbul hutang buat bulan kedepannya bulan2 seterusnya plus muncul denda mirip jika kita terlambat mbayar listrik internet,Negatif
haram kalau nyuri,Negatif
idul adha,Positif
persoalannya orang yang mau nyuntik modal,Negatif
kalau palembang sudah enggak heran sih belagak2 orangnya dan mental patungan lagi hahaha,Negatif
per jam soul mate sekali face with tears of joy,Netral
semoga mendapatkan hidayah koh leon,Positif
volume voicenya kurang gede saudara laki-laki,Negatif
jadi intinya haram atau tidak,Negatif
boleh sih diundang ke channel yn habis ini hitung hitung barteran narsum face with tears of joy,Netral
nambang koin di tapi network tokcoin haram enggak sih soalnya juga enggak mengeluarkan duit juga kan cuma tinggal klik doang crying face,Negatif
jadi intinya bitcoin crypto halal apa haram,Negatif
sebentar lagi uang kertas tidak laku dan juga bitcoin menyusul indikasi nya sudah jelas dengan adanya bitcoin besar kemungkinan uang kertas digantikan dengan digital money dan digital money musnah dengan perang nuklir atau keadaan dimana plta dan semacamnya tidak berfungsi hanya emas yang laku dipasaran sejak zaman dahulu dan akan datang,Negatif
betul kurang interaksi,Negatif
ane juga hold btc tapi jika kamu kritis bisa saja satoshi punya tujuan terslubung dibalik tujuan mulianya bisa jadi,Negatif
percaya deh kalau btc dijadikan mata uang yang ada negara bukannya tambah kayak tapi bahkan kena resesi uang fiat itu tetap diperlukan karena transaksi itu butuh likuiditas uang yang fleksibel,Positif
awalnya buat organisasi gelap dan negara yang kena embargo ekonomi untuk bisa transaksi ilegal,Negatif
ustadz kalau di palembang mah bukan soal ras suami saya yang hitam jawa and sunda banget saja pernah dikalungin pisau di angkot face with tears of joy memang disana banyak keiminal saja,Positif
pasti halal hijabnya kan ustadz grinning face with sweat grinning face with sweat,Negatif
maaf mau bertanya ustad felix sunny,Netral
enggak,Negatif
garapan airdrop apakah haram,Negatif
intinya haram enggak bitcoin kok enggak jelas iya,Negatif
cara mati ini autodub bagaimana iya,Negatif
pak ust bagaimana kalau ada suatu perusahaan net income marginya di atas tapi masih ngegaji karyawannya di bawah umr dan mengklaim sebagai ayam goreng saudi no padahal asli jawa barat seperti almaz fried chicken termasuk zholim ke karyawan dan berdusta tidak ust,Negatif
bank yang kty syariah bahkan bunganya lebih gede dari pada bank konvensional hampir 4x lipatnya al hasil langsung saya lunasin 5bln yang seharusnya 2th diakad bilang kty enggak pulang pergi jika pelunasan lebih awal sisa bulan pinjaman enggak dihitung bunga ternyata face with tears of joy benar-benar sadis deh enggak sesuai perkataan diawal,Negatif
bitcoin haram buat mmbakar dolar biar bisa di cetak terus investasi biar peredaran dolar di dunia nyata tetap terlihat kurang,Negatif
kenapa harus dubbing,Negatif
mengomong nya jangan cepat cepat felix saya capek sendiri dengar nya,Negatif
apakah khas nya saudara laki-laki leon kurang banyak tiap menit dong kok,Negatif
apakah inves saham di bank jiga haram riba,Netral
gila masih banyak saja yang bisa dikulik ternyata face with tears of joy mantap sih,Positif
maaf tad world trade center kan itu inside job islam di framing yahudi tuh yang bikin sebenarnya karena mau mencaplok iraq,Negatif
enggak ada suara,Negatif
koh felix enggak berani terang2an kalo bitcoin itu haram grinning face with sweat,Negatif
itu kursinya sepertinya ada sesuatu iya grinning face with big eyes,Negatif
bayangkan tambang di kelola pemerintah kayak negara arab ngelola minyak mereka,Negatif
dari segi bisnis net income masih kecil karena cost bisnis itu banyak apalagi baru mulai gue enggak dukung gaji dibawah umr ya catet tuh tapi gue sadar lebih baik begitu daripada bisnisnya rugi orang tutup dan enggak grow bakal banyak staff yang dirumahkan atau enggak nyerap tenaga kerja apalagi dengan ekonomi kayak sekarang kfc saja yang gede banget harus di suntik modal gara gara rugi mudah mudahan lanjut almaz bisa besar dan bisa gaji umr,Positif
bungasemerbak9713 net income tapi salary expanses cuma menurut kamu zholim enggak kalau muslim cuma bisa nrimo ing pandum bagaimana mau hidup sejahtera yang kayak makin kayak yang miskin makin miskin dan cuma dimanfaatkan apakah benar ekonomi syariah abad ke itu jauh lebih zholim daripada kapitalisme modern yang sudah mengenal konsep umr,Negatif
sebagai informasi saja almaz ini bisa bep hanya dalam waktu bulan berarti apa kemungkinan besar net income marginnya bisa lebih dari itu the power jualan agama seperti kata buni yani,Netral
main aman lah,Positif
temannya kocak samsul bin laden face with tears of joy,Netral
ke,Positif
kalau dapat koin bagaimana iya dapetnya dari airdrop crypto kira kira halal enggak iya,Netral
bau bau mampir ke timothy moai warna apa bos,Netral
lanjut guru gembul kok redaksi heart,Netral
kalau semua tergantung niatnya apakah kredit beli motor juta yang padahal harga cash motornya juta dengan niat ikhlas ridho saya beli motor nya iya juta dengan diangsur sepakat bayar cicilannya selama setahun jadi boleh iya,Positif
yang gue tangkap btc itu boleh asal bermain dengan adanya ilmu yang enggak boleh atau haram ketika melakukannya tanpa ilmu atau bisa di bilang modal nekad atau taruhan iya kan,Negatif
baru mulai langsung di kasih tulang sapi,Positif
dagingg banget isi bahasannya white heart,Positif
face with tears of joy face with tears of joy itulah pemerintah indonesia enggak berani berdiri di kaki sendiri bahkan jadi pasar doang face with tears of joy face with tears of joy,Negatif
ehem tambang rolling on the floor laughing,Netral
nama chanel ganti the overpost sejak kapan iya enggak engah,Negatif
buset 75jt,Netral
intro nya bahaya bisa gagal paham,Negatif
jadi halal haram ini,Negatif
orang lain sudah sampai di mars negeri ini masih bahas tahun lalu kapan kita mau maju,Negatif
clickbait nya gila sih face with tears of joy,Negatif
maaf celananya terlalu ketat,Negatif
ghoror itu enggak jelas kalau naik turun itu bukan ghoror tadz setau saya sih correct me if im wrong,Negatif
bangun masjid niatnya untuk dapat exposure di dunia berikut ini balasannya berdasarkan firman allah ta ala surat hud ayat siapa yang menghendaki kehidupan dunia dan perhiasannya pasti kami berikan kepada mereka balasan perbuatan mereka di dalamnya dengan sempurna dan mereka di dunia tidak akan dirugikan mereka itulah orang orang yang tidak memperoleh sesuatu di akhirat kecuali neraka sia sialah apa yang telah mereka usahakan di dunia dan batallah apa yang dahulu selalu mereka kerjakan,Negatif
guru konyol di tapi lanjut bagus buat badutann,Positif
kayaknya guru gembul kurang tepat buat jadi narasumber channel ekonomi bisnis kalau dari kalangan islam lebih cocok undang jaya setiabudi atau prof syafi i antonio oke tuh,Positif
sudah habis di skak ust lain itu apa gembul,Negatif
waydidjem saya kurang tahu dengan tokoh yang anda sebutkan guru gembul itu bisa menyesuaikan berbagai topik dengan publik speaking beliau yang pedagogis cocok untuk mengedukasi kalangan awam dan bernalar rendah seperti komentar balasan di atas dan di bawah anda grinning face with sweat,Positif
memang dulu nya apa om,Negatif
apapun itu jangan investasi obligasi deposito reksadana syariah atau non syariah tetap haram,Negatif
kalau main trading agar enak buat ibadah bagaimana hukumnya ust,Positif
konten berbobot dan bikin otak tajem dan cemerlang party popper party popper party popper party popper party popper,Positif
samsul bin laden face with tears of joy,Netral
pantas kelompok ustd felix di bubarkan mereka takut kehilangan singgasananya face with hand over mouth,Negatif
yes dan saya tangkap sistem terbaik itu sistem islam iya tadz terbaik untuk muslim maupun non muslim karena hari ini sistem yang dipakai sistem kapitalis sekuler,Negatif
kuliah gratis,Positif
mohon maaf jangan suka bilang bahwa chines suka di rendahkan dan didzilimi di indonesia china juga banyak yang belagu dan kasar bahasanya dan orang jawa setiap merantau juga di rendahkan dan diledekin kita bareng2 rubah nya china mau enggak berbaur sama pribumi hello,Negatif
ustadz yang bikini dibilang radikal apa definisi radikal,Negatif
masih saja mengomongkan bitcoin haram halal sudah jelas ada sentimen market nya,Negatif
iou,Netral
sama saja ust contohnya sama-sama bohong kan dia bilang modal enggak sampai padahal sampai bohong juga bukan ust menipu bukan itu,Negatif
masih lebih pantas ust felix jadi wapres dari pada sih fufufafa rolling on the floor laughing,Netral
palembang memang hama,Negatif
